,Major Class,Month of Travel Date,From,To,Sum of Net Tickets,Sum of Total $
12274,Economy,Sep,Ottawa,Sept Iles,7,6492.32
12275,Economy,Sep,Ottawa,Sioux Lookout,2,2302.0
12276,Economy,Sep,Ottawa,Smithers,6,6273.63
12277,Economy,Sep,Ottawa,St John's,243,143089.02
12278,Economy,Sep,Ottawa,Sudbury,17,5465.9
12279,Economy,Sep,Ottawa,Sydney,24,9391.29
12280,Economy,Sep,Ottawa,Terrace,2,529.38
12281,Economy,Sep,Ottawa,Thunder Bay,51,20070.49
12282,Economy,Sep,Ottawa,Timmins,6,4186.47
12283,Economy,Sep,Ottawa,Tofino,1,350.0
12284,Economy,Sep,Ottawa,Toronto,1287,349876.62
12285,Economy,Sep,Ottawa,Vancouver,590,453756.9
12286,Economy,Sep,Ottawa,Victoria,229,175508.56999999995
12287,Economy,Sep,Ottawa,Wabush,1,888.78
12288,Economy,Sep,Ottawa,Waskaganish,1,2313.39
12289,Economy,Sep,Ottawa,Whitehorse,42,45690.45
12290,Economy,Sep,Ottawa,Windsor,50,22680.4
12291,Economy,Sep,Ottawa,Winnipeg,428,189047.49
12292,Economy,Sep,Ottawa,Yellowknife,112,71007.36
12293,Economy,Sep,Oxford House,Gods River,1,363.59
12294,Economy,Sep,Oxford House,Winnipeg,3,1829.26
12295,Economy,Sep,Pangnirtung,Edmonton,1,2130.0
12296,Economy,Sep,Pangnirtung,Iqaluit,9,1511.59
12297,Economy,Sep,Pangnirtung,Montreal,4,2047.08
12298,Economy,Sep,Pangnirtung,Ottawa,4,3248.97
12299,Economy,Sep,Pangnirtung,Qikiqtarjuaq,2,749.29
12300,Economy,Sep,Peawanuck,Attawapiskat,1,610.2
12301,Economy,Sep,Peawanuck,Timmins,3,1858.8
12302,Economy,Sep,Pelly Bay,Edmonton,2,1111.53
12303,Economy,Sep,Penticton,Calgary,1,314.41
12304,Economy,Sep,Penticton,Cranbrook,1,599.01
12305,Economy,Sep,Penticton,Halifax,3,2017.16
12306,Economy,Sep,Penticton,Montreal,7,3330.15
12307,Economy,Sep,Penticton,Nanaimo,1,289.01
12308,Economy,Sep,Penticton,Ottawa,5,3203.92
12309,Economy,Sep,Penticton,Prince George,2,1112.26
12310,Economy,Sep,Penticton,Regina,1,649.25
12311,Economy,Sep,Penticton,Saskatoon,2,999.45
12312,Economy,Sep,Penticton,Terrace,2,805.24
12313,Economy,Sep,Penticton,Toronto,2,1300.31
12314,Economy,Sep,Penticton,Vancouver,25,7226.04
12315,Economy,Sep,Penticton,Victoria,1,370.91
12316,Economy,Sep,Penticton,Winnipeg,2,1393.65
12317,Economy,Sep,Pickle Lake,Toronto,1,646.36
12318,Economy,Sep,PITTS MEADOW  BC,Victoria,1,160.0
12319,Economy,Sep,Points North Landing,Stony Rapids,1,487.62
12320,Economy,Sep,Pond Inlet,Halifax,1,1866.98
12321,Economy,Sep,Pond Inlet,Ottawa,3,5083.2
12322,Economy,Sep,Port Alberni,Vancouver,1,150.0
12323,Economy,Sep,Port Hardy,Bella Bella,2,541.0699999999998
12324,Economy,Sep,Port Hardy,Prince George,1,318.37
12325,Economy,Sep,Port Hardy,Vancouver,5,1663.86
12326,Economy,Sep,Port Hardy,Victoria,6,1112.66
12327,Economy,Sep,Port Hardy,Williams Lake,1,636.77
12328,Economy,Sep,Postville,Goose Bay,2,673.89
12329,Economy,Sep,Postville,Nain,1,701.49
12330,Economy,Sep,Powell River,Vancouver,1,170.21
12331,Economy,Sep,Powell River,Victoria,1,501.32
12332,Economy,Sep,Prince Albert,Fond Du Lac,2,1000.88
12333,Economy,Sep,Prince George,Calgary,5,1643.45
12334,Economy,Sep,Prince George,Edmonton,6,2524.95
12335,Economy,Sep,Prince George,Fort Nelson,3,1255.8
12336,Economy,Sep,Prince George,Fredericton,2,2667.68
12337,Economy,Sep,Prince George,Kelowna,1,327.73
12338,Economy,Sep,Prince George,Lethbridge,1,436.09
12339,Economy,Sep,Prince George,Montreal,4,1774.41
12340,Economy,Sep,Prince George,Nanaimo,1,447.73
12341,Economy,Sep,Prince George,Ottawa,7,5221.88
12342,Economy,Sep,Prince George,Penticton,1,541.35
12343,Economy,Sep,Prince George,Regina,3,1396.51
12344,Economy,Sep,Prince George,Sandspit,4,2290.25
12345,Economy,Sep,Prince George,Terrace,2,571.46
12346,Economy,Sep,Prince George,Toronto,1,710.51
12347,Economy,Sep,Prince George,Vancouver,60,18921.61
12348,Economy,Sep,Prince George,Victoria,15,4717.35
12349,Economy,Sep,Prince George,Whitehorse,8,4177.47
12350,Economy,Sep,Prince George,Winnipeg,5,1968.34
12351,Economy,Sep,Prince Rupert,Halifax,2,2786.2200000000007
12352,Economy,Sep,Prince Rupert,Kelowna,2,1182.87
12353,Economy,Sep,Prince Rupert,Montreal,2,2349.28
12354,Economy,Sep,Prince Rupert,Ottawa,2,2528.65
12355,Economy,Sep,Prince Rupert,Quebec,1,1366.23
12356,Economy,Sep,Prince Rupert,Vancouver,17,7995.790000000001
12357,Economy,Sep,Prince Rupert,Victoria,9,3807.86
12358,Economy,Sep,Prince Rupert,Whitehorse,1,645.38
12359,Economy,Sep,Pukatawagan,The Pas,1,251.35
12360,Economy,Sep,Puvirnituq,Montreal,1,1599.89
12361,Economy,Sep,Quaqtaq,Kuujjuaq,1,1026.97
12362,Economy,Sep,Quebec,Blanc Sablon,1,2206.65
12363,Economy,Sep,Quebec,Calgary,32,24527.93
12364,Economy,Sep,Quebec,Charlottetown,1,806.87
12365,Economy,Sep,Quebec,Comox,1,339.32
12366,Economy,Sep,Quebec,Cross Lake,1,767.58
12367,Economy,Sep,Quebec,Edmonton,27,9781.909999999998
12368,Economy,Sep,Quebec,Fredericton,8,2299.04
12369,Economy,Sep,Quebec,Ft McMurray,4,2257.34
12370,Economy,Sep,Quebec,Gaspe,12,9132.48
12371,Economy,Sep,Quebec,Halifax,29,15246.55
12372,Economy,Sep,Quebec,Igloolik,1,2886.8
12373,Economy,Sep,Quebec,Iles De Madeleine,16,10913.34
12374,Economy,Sep,Quebec,Kamloops,1,669.26
12375,Economy,Sep,Quebec,Kangiqsualujjuaq,1,2633.75
12376,Economy,Sep,Quebec,Kelowna,1,566.44
12377,Economy,Sep,Quebec,Kuujjuaq,10,17697.21
12378,Economy,Sep,Quebec,London,4,1660.73
12379,Economy,Sep,Quebec,Moncton,1,549.68
12380,Economy,Sep,Quebec,Montreal,9,1843.4700000000007
12381,Economy,Sep,Quebec,Nanaimo,2,531.65
12382,Economy,Sep,Quebec,Ottawa,102,52643.12
12383,Economy,Sep,Quebec,Regina,7,1454.17
12384,Economy,Sep,Quebec,Resolute Bay,1,370.33
12385,Economy,Sep,Quebec,Rouyn Noranda,1,1301.76
12386,Economy,Sep,Quebec,Saint John,2,379.71
12387,Economy,Sep,Quebec,Sarnia,2,1150.95
12388,Economy,Sep,Quebec,Saskatoon,2,548.55
12389,Economy,Sep,Quebec,Sault Ste Marie,3,2041.78
12390,Economy,Sep,Quebec,Schefferville,1,2085.21
12391,Economy,Sep,Quebec,Sept Iles,10,6950.18
12392,Economy,Sep,Quebec,St John's,14,9900.51
12393,Economy,Sep,Quebec,Sydney,4,1283.09
12394,Economy,Sep,Quebec,Toronto,65,32538.809999999994
12395,Economy,Sep,Quebec,Val D Or,5,5584.790000000001
12396,Economy,Sep,Quebec,Vancouver,12,10873.29
12397,Economy,Sep,Quebec,Victoria,15,13563.999999999998
12398,Economy,Sep,Quebec,Waskaganish,2,4459.440000000001
12399,Economy,Sep,Quebec,Whitehorse,1,713.3
12400,Economy,Sep,Quebec,Windsor,1,915.56
12401,Economy,Sep,Quebec,Winnipeg,39,18336.23
12402,Economy,Sep,Quebec,Yellowknife,1,1693.65
12403,Economy,Sep,Quesnel,Vancouver,5,1800.74
12404,Economy,Sep,Rankin Inlet,Baker Lake,2,1045.8
12405,Economy,Sep,Rankin Inlet,Coral Harbour,1,1741.95
12406,Economy,Sep,Rankin Inlet,Edmonton,1,842.1
12407,Economy,Sep,Rankin Inlet,Gander,1,1822.8
12408,Economy,Sep,Rankin Inlet,Iqaluit,3,4956.35
12409,Economy,Sep,Rankin Inlet,Winnipeg,42,11515.35
12410,Economy,Sep,Rankin Inlet,Yellowknife,2,776.12
12411,Economy,Sep,Red Deer,Montreal,4,792.96
12412,Economy,Sep,Red Deer,Toronto,2,1521.1
12413,Economy,Sep,Red Deer,Vancouver,1,309.46
12414,Economy,Sep,Red Sucker Lake,Winnipeg,1,361.8
12415,Economy,Sep,Regina,Abbotsford,9,3648.94
12416,Economy,Sep,Regina,Bathurst,1,715.13
12417,Economy,Sep,Regina,Calgary,22,7306.890000000001
12418,Economy,Sep,Regina,Charlottetown,5,2265.48
12419,Economy,Sep,Regina,Comox,4,1749.5
12420,Economy,Sep,Regina,Edmonton,47,14045.03
12421,Economy,Sep,Regina,Fredericton,3,1996.01
12422,Economy,Sep,Regina,Ft McMurray,2,1025.03
12423,Economy,Sep,Regina,Grande Prairie,2,783.3100000000002
12424,Economy,Sep,Regina,Halifax,16,8545.65
12425,Economy,Sep,Regina,Iqaluit,2,5252.8
12426,Economy,Sep,Regina,Kamloops,3,756.64
12427,Economy,Sep,Regina,Kelowna,4,1028.49
12428,Economy,Sep,Regina,Kingston,3,3307.56
12429,Economy,Sep,Regina,Moncton,5,2823.47
12430,Economy,Sep,Regina,Montreal,22,11309.62
12431,Economy,Sep,Regina,Ottawa,116,61917.72
12432,Economy,Sep,Regina,Quebec,5,3957.780000000001
12433,Economy,Sep,Regina,St John's,7,5232.67
12434,Economy,Sep,Regina,Sydney,1,740.91
12435,Economy,Sep,Regina,Terrace,1,297.28
12436,Economy,Sep,Regina,Thunder Bay,1,530.04
12437,Economy,Sep,Regina,Toronto,50,19010.63
12438,Economy,Sep,Regina,Vancouver,51,14193.52
12439,Economy,Sep,Regina,Victoria,3,1085.54
12440,Economy,Sep,Regina,Whitehorse,3,1280.55
12441,Economy,Sep,Regina,Winnipeg,83,16608.97
12442,Economy,Sep,Regina,Yellowknife,14,6189.249999999999
12443,Economy,Sep,Repulse Bay,Rankin Inlet,1,1393.35
12444,Economy,Sep,Repulse Bay,Winnipeg,9,5473.65
12445,Economy,Sep,Resolute Bay,Grise Fiord,3,1905.75
12446,Economy,Sep,Resolute Bay,Iqaluit,2,11374.49
12447,Economy,Sep,Resolute Bay,Ottawa,1,3365.7
12448,Economy,Sep,Resolute Bay,Toronto,1,3533.69
12449,Economy,Sep,Rigolet,Deer Lake,1,778.63
12450,Economy,Sep,Rigolet,Nain,2,733.7
12451,Economy,Sep,Round Lake (Weagamow Lake),Thunder Bay,1,1070.39
12452,Economy,Sep,Round Lake (Weagamow Lake),Winnipeg,1,603.85
12453,Economy,Sep,Rouyn Noranda,Montreal,8,5296.11
12454,Economy,Sep,Rouyn Noranda,Quebec,7,4623.51
12455,Economy,Sep,Sachigo Lake,Muskrat Dam,1,298.32
12456,Economy,Sep,Sachigo Lake,Thunder Bay,3,1638.5
12457,Economy,Sep,Sachs Harbour,Inuvik,3,1526.7
12458,Economy,Sep,Saint John,Calgary,1,813.75
12459,Economy,Sep,Saint John,Goose Bay,5,1213.68
12460,Economy,Sep,Saint John,Halifax,1,383.69
12461,Economy,Sep,Saint John,London,1,670.28
12462,Economy,Sep,Saint John,Montreal,13,4883.08
12463,Economy,Sep,Saint John,Ottawa,12,4984.08
12464,Economy,Sep,Saint John,Prince Rupert,1,1111.76
12465,Economy,Sep,Saint John,Regina,2,2550.59
12466,Economy,Sep,Saint John,St John's,8,4263.469999999998
12467,Economy,Sep,Saint John,Sydney,4,1356.66
12468,Economy,Sep,Saint John,Toronto,16,9170.28
12469,Economy,Sep,Saint John,Whitehorse,1,2186.81
12470,Economy,Sep,Saint John,Winnipeg,5,4526.690000000001
12471,Economy,Sep,Saint John,Yellowknife,1,721.19
12472,Economy,Sep,Sandspit,Calgary,1,827.24
12473,Economy,Sep,Sandspit,Kelowna,1,765.21
12474,Economy,Sep,Sandspit,Ottawa,3,3738.22
12475,Economy,Sep,Sandspit,Vancouver,29,9008.320000000003
12476,Economy,Sep,Sandspit,Victoria,10,3213.05
12477,Economy,Sep,Sandy Lake,Ottawa,2,1678.26
12478,Economy,Sep,Sandy Lake,Thunder Bay,1,769.53
12479,Economy,Sep,Sandy Lake,Winnipeg,4,1057.62
12480,Economy,Sep,Sanikiluaq,Winnipeg,4,1439.55
12481,Economy,Sep,Sarnia,Montreal,4,3107.95
12482,Economy,Sep,Sarnia,Ottawa,15,6843.25
12483,Economy,Sep,Sarnia,Quebec,5,3030.47
12484,Economy,Sep,Sarnia,Sault Ste Marie,1,486.54
12485,Economy,Sep,Sarnia,St John's,8,1885.6
12486,Economy,Sep,Sarnia,Thunder Bay,2,1134.31
12487,Economy,Sep,Sarnia,Toronto,1,441.8
12488,Economy,Sep,Sarnia,Vancouver,2,2164.7
12489,Economy,Sep,Sarnia,Victoria,1,1179.54
12490,Economy,Sep,Sarnia,Yellowknife,1,2452.65
12491,Economy,Sep,Saskatoon,Abbotsford,18,4451.25
12492,Economy,Sep,Saskatoon,Calgary,48,15019.060000000005
12493,Economy,Sep,Saskatoon,Edmonton,38,9598.63
12494,Economy,Sep,Saskatoon,Fredericton,14,5773.84
12495,Economy,Sep,Saskatoon,Ft McMurray,8,3575.100000000001
12496,Economy,Sep,Saskatoon,Gander,3,862.97
12497,Economy,Sep,Saskatoon,Grande Prairie,4,2034.0
12498,Economy,Sep,Saskatoon,Halifax,7,5620.33
12499,Economy,Sep,Saskatoon,Kamloops,1,350.75
12500,Economy,Sep,Saskatoon,Kelowna,2,306.86
12501,Economy,Sep,Saskatoon,Kingston,3,3414.02
12502,Economy,Sep,Saskatoon,Kitchener,1,439.52
12503,Economy,Sep,Saskatoon,Moncton,3,2229.2
12504,Economy,Sep,Saskatoon,Montreal,14,7219.8200000000015
12505,Economy,Sep,Saskatoon,Ottawa,72,42899.83
12506,Economy,Sep,Saskatoon,Penticton,1,380.58
12507,Economy,Sep,Saskatoon,Prince Albert,1,395.58
12508,Economy,Sep,Saskatoon,Quebec,7,4438.87
12509,Economy,Sep,Saskatoon,Terrace,1,461.23
12510,Economy,Sep,Saskatoon,Toronto,29,13506.510000000002
12511,Economy,Sep,Saskatoon,Vancouver,16,5819.93
12512,Economy,Sep,Saskatoon,Victoria,14,3828.83
12513,Economy,Sep,Saskatoon,Whitehorse,2,2278.98
12514,Economy,Sep,Saskatoon,Williams Lake,1,528.68
12515,Economy,Sep,Saskatoon,Winnipeg,109,30781.250000000004
12516,Economy,Sep,Saskatoon,Wollaston Lake,2,1539.77
12517,Economy,Sep,Saskatoon,Yellowknife,4,2338.79
12518,Economy,Sep,Sault Ste Marie,Calgary,1,849.78
12519,Economy,Sep,Sault Ste Marie,Edmonton,3,2933.26
12520,Economy,Sep,Sault Ste Marie,Fredericton,4,2155.85
12521,Economy,Sep,Sault Ste Marie,Halifax,1,1010.51
12522,Economy,Sep,Sault Ste Marie,Kingston,2,1500.0300000000002
12523,Economy,Sep,Sault Ste Marie,Montreal,10,2946.41
12524,Economy,Sep,Sault Ste Marie,Ottawa,12,5094.460000000001
12525,Economy,Sep,Sault Ste Marie,Quebec,2,1787.71
12526,Economy,Sep,Sault Ste Marie,Red Lake,1,909.37
12527,Economy,Sep,Sault Ste Marie,Regina,1,690.24
12528,Economy,Sep,Sault Ste Marie,Saskatoon,1,501.67
12529,Economy,Sep,Sault Ste Marie,Thunder Bay,8,4562.1500000000015
12530,Economy,Sep,Sault Ste Marie,Toronto,21,8879.12
12531,Economy,Sep,Sault Ste Marie,Victoria,1,863.36
12532,Economy,Sep,Sault Ste Marie,Winnipeg,1,1140.89
12533,Economy,Sep,Sechelt,Nanaimo,2,150.0
12534,Economy,Sep,Sechelt,Vancouver,1,158.0
12535,Economy,Sep,Sept Iles,Blanc Sablon,1,859.99
12536,Economy,Sep,Sept Iles,Gethsemanie,1,1249.78
12537,Economy,Sep,Sept Iles,Montreal,21,12949.24
12538,Economy,Sep,Sept Iles,Ottawa,1,508.46
12539,Economy,Sep,Sept Iles,Pakuashipi,6,12795.55
12540,Economy,Sep,Sept Iles,Port Menier,1,462.46
12541,Economy,Sep,Sept Iles,Quebec,8,6538.93
12542,Economy,Sep,Shamattawa,Winnipeg,3,1489.38
12543,Economy,Sep,Sioux Lookout,Bearskin Lake,1,548.88
12544,Economy,Sep,Sioux Lookout,Big Trout Lake,2,1050.86
12545,Economy,Sep,Sioux Lookout,Cat Lake,3,370.0
12546,Economy,Sep,Sioux Lookout,Fort Severn,1,1139.04
12547,Economy,Sep,Sioux Lookout,Keewaywin,1,334.48
12548,Economy,Sep,Sioux Lookout,Lansdowne,2,2162.06
12549,Economy,Sep,Sioux Lookout,Round Lake (Weagamow Lake),1,284.69
12550,Economy,Sep,Sioux Lookout,Sachigo Lake,1,644.1
12551,Economy,Sep,Sioux Lookout,Sandy Lake,1,251.0
12552,Economy,Sep,Sioux Lookout,Thunder Bay,10,3871.38
12553,Economy,Sep,Sioux Lookout,Toronto,1,928.01
12554,Economy,Sep,Sioux Lookout,Winnipeg,2,1205.97
12555,Economy,Sep,Smithers,Kamloops,3,863.36
12556,Economy,Sep,Smithers,Kelowna,3,1178.49
12557,Economy,Sep,Smithers,Ottawa,2,1788.34
12558,Economy,Sep,Smithers,Vancouver,11,6453.960000000001
12559,Economy,Sep,Smithers,Winnipeg,1,460.91
12560,Economy,Sep,South Lake,Thompson,1,200.55
12561,Economy,Sep,St Anthony,Goose Bay,1,762.22
12562,Economy,Sep,St Anthony,St John's,1,873.73
12563,Economy,Sep,St John's,Blanc Sablon,5,3020.36
12564,Economy,Sep,St John's,Calgary,2,1712.52
12565,Economy,Sep,St John's,Deer Lake,29,14458.71
12566,Economy,Sep,St John's,Edmonton,8,5837.740000000002
12567,Economy,Sep,St John's,Fredericton,15,10177.52
12568,Economy,Sep,St John's,Gander,1,844.66
12569,Economy,Sep,St John's,Goose Bay,40,21271.300000000007
12570,Economy,Sep,St John's,Halifax,297,92398.31999999998
12571,Economy,Sep,St John's,London,1,500.4
12572,Economy,Sep,St John's,Moncton,19,11751.66
12573,Economy,Sep,St John's,Montreal,39,18871.44
12574,Economy,Sep,St John's,Ottawa,145,61100.33
12575,Economy,Sep,St John's,Regina,13,9895.26
12576,Economy,Sep,St John's,Rigolet,1,1681.74
12577,Economy,Sep,St John's,Saint John,18,13073.65
12578,Economy,Sep,St John's,Saskatoon,1,488.81
12579,Economy,Sep,St John's,St Anthony,6,3096.95
12580,Economy,Sep,St John's,Toronto,110,65184.98999999999
12581,Economy,Sep,St John's,Vancouver,11,7868.4000000000015
12582,Economy,Sep,St John's,Victoria,4,2918.53
12583,Economy,Sep,St John's,Wabush,15,6150.98
12584,Economy,Sep,St John's,Whitehorse,1,441.66
12585,Economy,Sep,St John's,Winnipeg,7,6108.330000000001
12586,Economy,Sep,St Pierre,Sandy Lake,2,406.72
12587,Economy,Sep,St Pierre,Sioux Lookout,1,474.6
12588,Economy,Sep,St Pierre,Winnipeg,1,129.0
12589,Economy,Sep,St Theris Point,Winnipeg,4,1349.34
12590,Economy,Sep,Stony Rapids,Prince Albert,1,502.34
12591,Economy,Sep,Stony Rapids,Saskatoon,1,261.14
12592,Economy,Sep,Sudbury,Edmonton,1,516.24
12593,Economy,Sep,Sudbury,Fredericton,1,819.91
12594,Economy,Sep,Sudbury,Halifax,1,414.81
12595,Economy,Sep,Sudbury,London,1,242.44
12596,Economy,Sep,Sudbury,Mont Joli,1,952.27
12597,Economy,Sep,Sudbury,Montreal,2,270.98
12598,Economy,Sep,Sudbury,Ottawa,18,5559.96
12599,Economy,Sep,Sudbury,Quebec,1,952.84
12600,Economy,Sep,Sudbury,Red Lake,1,735.2
12601,Economy,Sep,Sudbury,Saskatoon,1,682.38
12602,Economy,Sep,Sudbury,Sault Ste Marie,1,413.86
12603,Economy,Sep,Sudbury,Thunder Bay,7,2725.73
12604,Economy,Sep,Sudbury,Toronto,13,3134.9099999999994
12605,Economy,Sep,Sudbury,Vancouver,2,1439.66
12606,Economy,Sep,Sudbury,Whitehorse,1,296.2
12607,Economy,Sep,Sydney,Calgary,1,981.01
12608,Economy,Sep,Sydney,Edmonton,1,487.12
12609,Economy,Sep,Sydney,Goose Bay,1,894.85
12610,Economy,Sep,Sydney,Halifax,9,2706.4300000000007
12611,Economy,Sep,Sydney,Iqaluit,1,1146.0
12612,Economy,Sep,Sydney,Kelowna,1,857.03
12613,Economy,Sep,Sydney,Moncton,4,2940.41
12614,Economy,Sep,Sydney,Montreal,10,4717.26
12615,Economy,Sep,Sydney,Ottawa,17,7776.379999999999
12616,Economy,Sep,Sydney,Saint John,1,928.61
12617,Economy,Sep,Sydney,St John's,17,2833.79
12618,Economy,Sep,Sydney,Toronto,13,7281.37
12619,Economy,Sep,Sydney,Vancouver,1,1788.24
12620,Economy,Sep,Sydney,Victoria,2,2763.13
12621,Economy,Sep,Sydney,Winnipeg,3,1829.0
12622,Economy,Sep,Tadoule Lake,Thompson,1,305.55
12623,Economy,Sep,Tadoule Lake,Winnipeg,1,1521.96
12624,Economy,Sep,Terrace,Calgary,1,266.42
12625,Economy,Sep,Terrace,Cranbrook,2,751.01
12626,Economy,Sep,Terrace,Kelowna,1,564.66
12627,Economy,Sep,Terrace,Moncton,1,1361.14
12628,Economy,Sep,Terrace,Montreal,1,457.2
12629,Economy,Sep,Terrace,Ottawa,2,1042.69
12630,Economy,Sep,Terrace,Regina,1,989.99
12631,Economy,Sep,Terrace,Vancouver,31,9002.35
12632,Economy,Sep,Terrace,Victoria,1,595.92
12633,Economy,Sep,The Pas,Churchill,1,2591.4
12634,Economy,Sep,The Pas,Ottawa,1,876.75
12635,Economy,Sep,The Pas,Pukatawagan,1,251.35
12636,Economy,Sep,The Pas,Winnipeg,3,1831.73
12637,Economy,Sep,Thompson,Brochet,5,1692.6
12638,Economy,Sep,Thompson,Lac Brochet,5,1413.3000000000004
12639,Economy,Sep,Thompson,Mont Joli,1,422.1
12640,Economy,Sep,Thompson,Oxford House,4,1513.05
12641,Economy,Sep,Thompson,Shamattawa,3,1400.7
12642,Economy,Sep,Thompson,South Lake,3,1086.75
12643,Economy,Sep,Thompson,Tadoule Lake,4,1940.4
12644,Economy,Sep,Thompson,Winnipeg,22,9880.12
12645,Economy,Sep,Thompson,York Landing,1,432.6
12646,Economy,Sep,Thunder Bay,Bearskin Lake,1,1356.14
12647,Economy,Sep,Thunder Bay,Big Trout Lake,5,4622.12
12648,Economy,Sep,Thunder Bay,Calgary,1,893.43
12649,Economy,Sep,Thunder Bay,Dryden,1,662.18
12650,Economy,Sep,Thunder Bay,Edmonton,7,2146.63
12651,Economy,Sep,Thunder Bay,Fort Hope,4,2162.2
12652,Economy,Sep,Thunder Bay,Fort Severn,3,3071.34
12653,Economy,Sep,Thunder Bay,Vancouver,1,774.05
12654,Economy,Sep,Thunder Bay,Halifax,1,743.49
12655,Economy,Sep,Thunder Bay,Kasabonika,4,3739.45
12656,Economy,Sep,Thunder Bay,Keewaywin,1,1835.12
12657,Economy,Sep,Thunder Bay,Kenora,1,1209.1
12658,Economy,Sep,Thunder Bay,Kingston,2,2173.88
12659,Economy,Sep,Thunder Bay,Lansdowne,1,335.0
12660,Economy,Sep,Thunder Bay,Montreal,8,2650.98
12661,Economy,Sep,Thunder Bay,Muskrat Dam,1,601.16
12662,Economy,Sep,Thunder Bay,North Spirit Lake,3,2608.21
12663,Economy,Sep,Thunder Bay,Ottawa,42,15911.06
12664,Economy,Sep,Thunder Bay,Poplar Hill,1,1019.57
12665,Economy,Sep,Thunder Bay,Quebec,2,1136.61
12666,Economy,Sep,Thunder Bay,Sachigo Lake,1,1869.3
12667,Economy,Sep,Thunder Bay,Sandy Lake,2,1992.22
12668,Economy,Sep,Thunder Bay,Sault Ste Marie,5,1884.53
12669,Economy,Sep,Thunder Bay,Sioux Lookout,10,3828.38
12670,Economy,Sep,Thunder Bay,St Pierre,2,1122.09
12671,Economy,Sep,Thunder Bay,Sudbury,1,304.67
12672,Economy,Sep,Thunder Bay,Summer Beaver,2,1814.78
12673,Economy,Sep,Thunder Bay,Timmins,1,748.34
12674,Economy,Sep,Thunder Bay,Toronto,94,28564.68
12675,Economy,Sep,Thunder Bay,Vancouver,2,737.37
12676,Economy,Sep,Thunder Bay,Webequie,5,3655.24
12677,Economy,Sep,Thunder Bay,Winnipeg,20,6663.300000000001
12678,Economy,Sep,Timmins,Attawapiskat,6,4557.29
12679,Economy,Sep,Timmins,Fort Albany,3,2187.68
12680,Economy,Sep,Timmins,Kashechewan,8,3353.84
12681,Economy,Sep,Timmins,Moosonee,5,1826.08
12682,Economy,Sep,Timmins,Ottawa,2,1323.65
12683,Economy,Sep,Timmins,Peawanuck,1,2128.92
12684,Economy,Sep,Timmins,Quebec,4,936.75
12685,Economy,Sep,Timmins,Thunder Bay,1,315.97
12686,Economy,Sep,Timmins,Toronto,27,8242.06
12687,Economy,Sep,Timmins,Winnipeg,2,1084.21
12688,Economy,Sep,Tofino,Vancouver,1,175.0
12689,Economy,Sep,Toronto,Abbotsford,11,2697.21
12690,Economy,Sep,Toronto,Bagotville,8,4719.98
12691,Economy,Sep,Toronto,Calgary,49,24712.02999999999
12692,Economy,Sep,Toronto,Charlottetown,15,3965.569999999999
12693,Economy,Sep,Toronto,Comox,33,22828.93
12694,Economy,Sep,Toronto,Deer Lake,2,719.94
12695,Economy,Sep,Toronto,Dryden,2,1433.97
12696,Economy,Sep,Toronto,Edmonton,138,48674.02
12697,Economy,Sep,Toronto,Fredericton,70,17644.700000000004
12698,Economy,Sep,Toronto,Ft McMurray,8,7214.259999999998
12699,Economy,Sep,Toronto,Ft Smith,2,681.53
12700,Economy,Sep,Toronto,Gander,5,1685.07
12701,Economy,Sep,Toronto,Gaspe,1,575.4
12702,Economy,Sep,Toronto,Goose Bay,2,2119.68
12703,Economy,Sep,Toronto,Grande Prairie,4,1777.37
12704,Economy,Sep,Toronto,Vancouver,1,6373.2
12705,Economy,Sep,Toronto,Halifax,108,43060.83
12706,Economy,Sep,Toronto,Iqaluit,5,7223.48
12707,Economy,Sep,Toronto,Kamloops,1,1016.71
12708,Economy,Sep,Toronto,Kashechewan,1,2942.61
12709,Economy,Sep,Toronto,Kelowna,5,1789.86
12710,Economy,Sep,Toronto,Kingston,9,1431.4299999999996
12711,Economy,Sep,Toronto,London,4,1015.98
12712,Economy,Sep,Toronto,Moncton,9,3875.55
12713,Economy,Sep,Toronto,Montreal,173,29283.919999999995
12714,Economy,Sep,Toronto,Nanaimo,2,1817.59
12715,Economy,Sep,Toronto,North Bay,9,4538.82
12716,Economy,Sep,Toronto,Ottawa,603,166239.77000000008
12717,Economy,Sep,Toronto,Penticton,1,300.72
12718,Economy,Sep,Toronto,Port Hardy,2,266.81
12719,Economy,Sep,Toronto,Quebec,64,25918.96
12720,Economy,Sep,Toronto,Red Deer,1,399.03
12721,Economy,Sep,Toronto,Regina,37,16026.54
12722,Economy,Sep,Toronto,Saint John,4,1624.09
12723,Economy,Sep,Toronto,Saskatoon,14,7742.890000000001
12724,Economy,Sep,Toronto,Sault Ste Marie,22,7042.75
12725,Economy,Sep,Toronto,Sioux Lookout,2,1609.29
12726,Economy,Sep,Toronto,St John's,44,20077.83
12727,Economy,Sep,Toronto,Sudbury,13,2288.16
12728,Economy,Sep,Toronto,Sydney,12,5799.07
12729,Economy,Sep,Toronto,Thompson,1,868.61
12730,Economy,Sep,Toronto,Thunder Bay,106,38594.65
12731,Economy,Sep,Toronto,Timmins,23,7054.99
12732,Economy,Sep,Toronto,Vancouver,98,66067.39000000001
12733,Economy,Sep,Toronto,Victoria,34,21765.68
12734,Economy,Sep,Toronto,Whitehorse,10,7815.18
